,image_name,caption
0,58a3b62e95d0e02474636818_0.jpg,"Helen Rodgers and Daniel Kaufman in ""V/H/S."""
0,543bf53a38f0d84026a06684_0.jpg,"Hiram Monserrate, a Queens Democrat, was found guilty last fall of assaulting his companion."
0,58a3b62e95d0e02474636816_1.jpg,"Matthew McConaughey and Zac Efron in ""The Paperboy,"" directed by Lee Daniels."
1,58a3b62e95d0e02474636816_3.jpg,"Macy Gray in ""The Paperboy."""
2,58a3b62e95d0e02474636816_2.jpg,"Nicole Kidman in ""The Paperboy."""
0,58a3b62e95d0e02474636817_0.jpg,Toby Regbo and Stephen Lang in a film based on a Peter Cameron novel.
0,551c60ab38f0d87335c1a219_0.jpg,"Lauren Imparato, the owner of I.Am.You yoga on Mulberry Street in Manhattan, leads a class at the studio, which accepts ClassPass."
0,58a3b62e95d0e02474636815_0.jpg,"Jennifer Garner in ""Butter."""
0,57018b5c38f0d8198092194a_1.jpg,"Warriors Coach Steve Kerr said, “I think we had lost our edge a little bit.”"
1,57018b5c38f0d8198092194a_0.jpg,"Stephen Curry, center, got tied up by the Celtics’ Isaiah Thomas on Friday night. Curry wound up with nine turnovers."
0,5424563138f0d8525e4532fe_0.jpg,"Dirty Projectors, a band that received copious critical acclaim in 2009, though its record sales were dwarfed by the likes of Lady Gaga."
0,584fc1fd95d0e03926075aa2_0.jpg,A poster showing President Bashar al-Assad of Syria inside a government military police office in Aleppo this month.
0,53f57b9038f0d87ef470e5a7_1.jpg,Thomas L. Friedman
1,53f57b9038f0d87ef470e5a7_0.jpg,
0,5311662338f0d828e1cd460c_0.jpg,Lawyers in a terrorism case have sought testimony from Khalid Shaikh Mohammed.
0,540423ec38f0d80e250f4912_1.jpg,"The old bazaar in Gaziantep, Turkey. Economic sanctions against Syria affect Turkish sellers more than buyers."
1,540423ec38f0d80e250f4912_0.jpg,"A Turkish tax increase on goods from Syria has led Akinal Bella, a large shoe manufacturer, to import bows from China."
0,5769e02338f0d80acef16ff1_1.jpg,"James McCrae, who started the garden 23 years ago, said the volunteer who planted the marijuana has been ejected. “My stuff is dying, food is dying, I lost three trees of cherries, a tree of blueberries, a tree of apricot, a strawberry field,” Mr. McCrae said."
1,5769e02338f0d80acef16ff1_0.jpg,"The Green Gem community garden, on Glenmoore Avenue in East New York, is beloved by the neighborhood, but was shut down by a city program last month after inspectors found marijuana plants inside."
2,5769e02338f0d80acef16ff1_3.jpg,"As the garden’s future is decided, the rabbits and the chickens have been moved to a narrow vacant lot behind Green Gem."
3,5769e02338f0d80acef16ff1_2.jpg,"Gabriel Maldonado, 65, is among Green Gem’s volunteer gardeners. “It looks like a jungle,” he said. “It never looks like this.”"
0,5681677e38f0d86cf39b193a_0.jpg,
0,5780058d38f0d8706f76416a_1.jpg,"Jennifer Yu, 14, at the club. She said that before she became known, boys often expected her to be a weak player because she was a girl."
1,5780058d38f0d8706f76416a_0.jpg,"Maggie Feng, 15, at the Marshall Chess Club in New York on Wednesday. She was one of four female masters to participate in an elite clinic at the club."
2,5780058d38f0d8706f76416a_3.jpg,"Greg Shahade, right, the instructor at the clinic at the Marshall Chess Club."
3,5780058d38f0d8706f76416a_2.jpg,Carissa Yip is the top-rated 12-year-old girl in the U.S. Chess Federation.
0,59e5c6c695d0e0246f210700_0.jpg,"Tolokonnikova, Alyokhina and Samutsevich sitting in a Moscow courtroom in 2012."
0,54449f6538f0d82782d9bd86_1.jpg,Fran Leadon’s place in Cobble Hill is lighted and aired by transoms.
1,54449f6538f0d82782d9bd86_0.jpg,"Lon and Michelle Otremba’s home in Douglas Manor, Queens, has a hidden powder room that seems straight out of an old mystery novel. But it’s new."
2,54449f6538f0d82782d9bd86_3.jpg,The pedestal sink lends character if not convenience  to a  house in  Ditmas Park.
3,54449f6538f0d82782d9bd86_2.jpg,Maria Berman treated her nonworking fireplace in Harlem to a new mantel and a marble hearth.
0,58becb0f95d0e024902fdfe5_0.jpg,"Chanel, fall 2017."
1,58becb0f95d0e024902fdfe5_3.jpg,"Giambattista Valli, fall 2017."
2,58becb0f95d0e024902fdfe5_2.jpg,"Hermès, fall 2017."
3,58becb0f95d0e024902fdfe5_4.jpg,"Alexander McQueen, fall 2017."
0,582596cb95d0e0204d55fe39_1.jpg,"Mr. Balay tends bar in his renovated closet. Ms. Tan holds their daughter, Celeste, in the background."
1,582596cb95d0e0204d55fe39_0.jpg,Yi Tyng Tan and Maxime Balay installed a bar in a living room closet of their Upper West Side loft.
2,582596cb95d0e0204d55fe39_3.jpg,"Jesse Soleil and Priya Patel with Fudge in their bedroom, with Sasha visible in his loft bed in their former closet."
3,582596cb95d0e0204d55fe39_2.jpg,"Sasha Soleil, 7, has a bedroom of his own in Windsor Terrace, Brooklyn, thanks to the sacrifice of a closet by his parents, Jesse Soleil and Priya Patel."
4,582596cb95d0e0204d55fe39_5.jpg,The booth is next to a desk area that can also be closed off.
5,582596cb95d0e0204d55fe39_4.jpg,Kristin Price-Wilson put a closet to work as a recording booth in her Midtown Manhattan apartment.
6,582596cb95d0e0204d55fe39_7.jpg,Ms. Herro can close the curtain and forget about work if she cares to.
7,582596cb95d0e0204d55fe39_6.jpg,"Jane Herro works at her jewelry bench in a transformed coat closet in Red Hook, Brooklyn."
0,5237b77e38f0d81989738bc5_0.jpg,"Sheldon Hackney, as president of the University of Pennsylvania, with Hillary Rodham Clinton at commencement in 1993."
0,5612831a38f0d86550b96798_1.jpg,"Damaged cars in Mandelieu-la-Napoule, France, on Monday, after floods tore through the French Riviera over the weekend."
0,540b831a38f0d85e13e4c5bd_1.jpg,"Virginia Mayo and Joel McCrea in the 1949 film “Colorado Territory,” directed by Raoul Walsh."
1,540b831a38f0d85e13e4c5bd_0.jpg,Ida Lupino (as Marie Garson) and Humphrey Bogart (as Roy Earle) in the Raoul Walsh film “High Sierra.”
2,540b831a38f0d85e13e4c5bd_2.jpg,"Crispin Glover in the 1985 segment of “The Beaver Trilogy,” directed by Trent Harris."
0,508b0fb995e998af711899be_1.jpg,"Mr. Mack, the Republican Senate candidate from Florida, greeted supporters last month. Polls show him closing the gap in his battle to unseat the Democratic incumbent, Bill Nelson."
1,508b0fb995e998af711899be_0.jpg,"Connie Mack IV, center, after his recent senatorial debate."
2,508b0fb995e998af711899be_3.jpg,Connie Mack V autographing a baseball with the help of his grandfather Connie Mack III.
3,508b0fb995e998af711899be_2.jpg,"Mary Bono, Mr. Mack’s wife."
0,572961fc38f0d8018edde119_0.jpg,Advocates of creating a national park near the Stonewall Inn in Manhattan have been working to build support for years.
0,57c70db695d0e021d798353c_0.jpg,"A woman on her phone in Palo Alto, Calif., where technology companies have thrived even as residents have resisted incursions like cell towers."
0,54244c3c38f0d8525e453201_0.jpg,"A man injured in a suicide truck bomb attack received medical treatment at a hospital in Lakki Marwat, Pakistan on Friday."
0,54195e0d38f0d86afc9a1611_0.jpg,"Orel Hershiser, who retired in 2000, said an expanded strike zone would speed up games."
0,5404c19e38f0d8119d157551_1.jpg,Laurie Goldberg handles public relations for TLC.
1,5404c19e38f0d8119d157551_0.jpg,"A scene from “All-American Muslim,” a reality show on TLC."
2,5404c19e38f0d8119d157551_2.jpg,"The former Alaska governor, Sarah Palin, left, with another TLC reality star, Kate Gosselin."
0,5897ca1e95d0e0392607ec0c_0.jpg,"Hank Nguyen, Audrey Hatten-Milholin and Margaret Horn lost their jobs at University of California, San Francisco."
0,5ad90358068401528a2a9a9d_0.jpg,"Anna Netrebko, who will play Tosca on Saturday night at the Met, performing in 2016 at Carnegie Hall."
0,5952cc5495d0e02550997425_1.jpg,
1,5952cc5495d0e02550997425_0.jpg,
2,5952cc5495d0e02550997425_3.jpg,
3,5952cc5495d0e02550997425_2.jpg,
4,5952cc5495d0e02550997425_5.jpg,
5,5952cc5495d0e02550997425_4.jpg,
6,5952cc5495d0e02550997425_6.jpg,
0,573dd78638f0d81236fa8248_1.jpg,"From left, Robert Downey Jr., Don Cheadle, Scarlett Johansson, Chris Evans, Anthony Mackie, Paul Bettany and Elizabeth Olsen in “Captain America: Civil War.”"
1,573dd78638f0d81236fa8248_0.jpg,Chris Evans in “Captain America: Civil War.”
2,573dd78638f0d81236fa8248_3.jpg,"Jessica Chastain, left, and Charlize Theron in “The Huntsman: Winter’s War.”"
3,573dd78638f0d81236fa8248_2.jpg,"From left, Jennifer Lawrence, Rose Byrne, James McAvoy, Lucas Till and Nicholas Hoult in “X-Men: Apocalypse.”"
4,573dd78638f0d81236fa8248_5.jpg,Beyoncé in “Lemonade.”
5,573dd78638f0d81236fa8248_4.jpg,George Clooney and Julia Roberts in “Money Monster.”
0,516bcb80cf28d02a610007c7_0.jpg,"Poul Thomsen, right, of the International Monetary Fund, with Greece's finance minister, Yannis Stournaras, at a conference in Athens on Monday."
0,583a6dfb95d0e03926072a77_0.jpg,
0,50eb700600315214fbb82e81_0.jpg,
0,54188a5038f0d86afc9a02f1_0.jpg,Alfred Dreyfus in 1884.
0,5424561438f0d8525e4532fb_0.jpg,"The global hit “Wicked” (2003), with the first stars of its Broadway run: Kristen Chenoweth, foreground left, and Idina Menzel."
0,541b45c938f0d8296cb0f59d_0.jpg,Buddy Morrow in the 1940s.
0,4fd2a7cb8eb7c8105d89143d_0.jpg,"Rebecca De Mornay in ""Mother's Day."""
0,4fd2a7cb8eb7c8105d89143f_1.jpg,"Ambassador Gary Locke, left, and Chen Guangcheng leaving the United States Embassy in Beijing on Tuesday."
1,4fd2a7cb8eb7c8105d89143f_0.jpg,"Secretary of State Hillary Rodham Clinton, at an exhibition on Thursday, has been caught up in a diplomatic crisis in China."
0,515da8cecf28d0219d002108_1.jpg,"Mr. Chinaglia after scoring the sixth of seven goals in an 8-1 playoff victory by the Cosmos of the North American Soccer League in 1980. He was the league’s top career scorer, with 193 goals."
1,515da8cecf28d0219d002108_0.jpg,"Giorgio Chinaglia and Pelé, teammates with the Cosmos."
0,510430fc00315214fbb87587_1.jpg,Relatives mourned beside the bodies of workers killed in the fire at a hospital in Dhaka.
1,510430fc00315214fbb87587_0.jpg,Firefighters and volunteers worked to extinguish the fire at a small garment factory in Bangladesh’s capital on Saturday.
2,510430fc00315214fbb87587_2.jpg,People sifted through the wreckage at the Smart Fashions factory.
0,5b0fec00068401528a2b0bb7_0.jpg,Drake posted a statement on Instagram explaining that an image of him from 2007 in blackface was part of a project about young black actors being typecast.
0,5220a4bd38f0d8740ac9aa8c_0.jpg,"John Hollander at home in Woodbridge, Conn., in 2008. His rise in the field began in the 1950s."
0,52cec0b738f0d81799290514_0.jpg,Sue Monk Kidd
0,5524809838f0d873d6547092_0.jpg,"Tiger Woods, a four-time champion making his 20th Masters appearance, at Augusta on Tuesday."
1,5524809838f0d873d6547092_2.jpg,"Woods with his children, Charlie, left, and Sam, and his girl friend Lindsey Vonn on Tuesday."
0,5445c10e38f0d832c813f369_1.jpg,"Martin Zimmermann in “Gaff Aff,” which is to have its North American debut at the Baryshnikov Arts Center."
1,5445c10e38f0d832c813f369_0.jpg,"A man builds a world from cardboard on a revolving turntable in “Gaff Aff,” the Swiss duo Zimmermann & de Perrot’s first show in the United States."
0,53f4d99238f0d87ef470dc0d_0.jpg,"Through a bequest, the Oysterponds Historical Society received this house in East Marion and another next door. The donor, who died three years ago, wanted the homes preserved in perpetuity."
0,5421d57e38f0d83c6e5b74d9_0.jpg,"Paul Appleby, the tenor, at Alice Tully Hall on Tuesday."
0,540e184f38f0d863ce5a46c7_1.jpg,"Winged Woman Walking X, 1995, bronze and patina. Collection of the Moores School of Music at the University of Houston."
1,540e184f38f0d863ce5a46c7_0.jpg,"Stephen De Staebler in his Berkeley, Calif., studio in 2009."
0,515db474cf28d0219d003d42_0.jpg,"Mary Testa as Anna Edson Taylor, who felt driven to go over Niagara Falls in a barrel, in ""Queen of the Mist."""
0,561ec41638f0d81699b2b893_0.jpg,An audience watching the troupe’s “Time of Women” in a residential apartment in Minsk.
0,59424c9895d0e024b58781c8_0.jpg,"Canadian football is like American football in the way Canada itself is like America: similar, but a little different."
0,515db98dcf28d0219d004b71_0.jpg,"Chicago Cubs' Kosuke Fukudome, left, is tagged out at home by Arizona Diamondbacks catcher Miguel Montero in the second inning."
0,5660046038f0d80f6038b455_1.jpg,"President Ashraf Ghani of Afghanistan spoke to reporters after meeting with the German chancellor, Angela Merkel, in Berlin this week."
1,5660046038f0d80f6038b455_0.jpg,"Mullah Akhtar Muhammad Mansour, the supreme leader of the Taliban, in an undated photo."
0,53f3772938f0d857ea2d020a_0.jpg,Removing a detainee after an outburst. Confirmed youth-on-youth assaults in correctional facilities have more than tripled.
0,592de06d95d0e024b5873b45_0.jpg,"Lael Brainard, a Federal Reserve governor."
0,541814a238f0d851fd3a8e31_1.jpg,"Tynetia Winters, left, and Arlene Underwood used a lunch break to implore LeBron James to stay put."
1,541814a238f0d851fd3a8e31_0.jpg,"Knicks Coach Mike D’Antoni leaving after a meeting in Cleveland with the star of the 2010 free agent class, LeBron James."
0,596c7c9f95d0e0246f1facbc_0.jpg,"Walter M. Shaub Jr., the Office of Government Ethics’s departing director."
0,56a7f51138f0d85239f49350_1.jpg,"Paul Zimmerman, a lifelong Daytona Beach resident, is the president of Sons of the Beach, a group committed to preserving beach driving."
1,56a7f51138f0d85239f49350_0.jpg,"Ray Gramlich soaked up some sun next to his truck, which was parked on the beach last Saturday in Daytona Beach, Fla."
2,56a7f51138f0d85239f49350_3.jpg,"Some see driving on the beach as an unnecessary danger. Since 2005, three people have been killed on the beaches and 67 injured, according to Volusia County records."
3,56a7f51138f0d85239f49350_2.jpg,"Since the 1980s, beach driving in Florida has been curtailed piecemeal by local laws and lawsuits. Only 17 of Volusia County’s 47 miles of hard-packed sand are open to drivers."
4,56a7f51138f0d85239f49350_4.jpg,"Cars parked on the beach in Daytona, Fla. in the 1920s."
0,552fb36b38f0d824112d693d_1.jpg,"A healthy Dwight Howard, right, would help James Harden and the Houston Rockets advance."
1,552fb36b38f0d824112d693d_0.jpg,Chris Paul's Los Angeles Clippers will face Kawhi Leonard and the Spurs in the first round of the N.B.A. playoffs.
2,552fb36b38f0d824112d693d_3.jpg,The health of guard Derrick Rose will be key to the Bulls' success in the playoffs.
3,552fb36b38f0d824112d693d_2.jpg,"After 438 regular season games, Cleveland's Kevin Love is in the playoffs."
0,54f9a20738f0d81f0d7a633f_0.jpg,Maduro supporters at a free soup event sponsored by the government in Los Teques.
0,5285fa2c38f0d830163edd52_0.jpg,"Olli Rehn, an E.U. commissioner, said the report was “more about partnership than penalties.”"
0,52b9002f38f0d86bcb2a71b9_1.jpg,"The clam bar, which operates April through October, prides itself on serving an assortment of fresh, local seafood."
1,52b9002f38f0d86bcb2a71b9_0.jpg,Steve DiMarco is no stranger to Claudio's Clam Bar. He and his friends travel across the Long Island Sound from Connecticut for lunch whenever the weather is warm.
0,58e3c88095d0e02489b951eb_1.jpg,Joey Badass likes Danner boots for “the comfort and the look.”
1,58e3c88095d0e02489b951eb_0.jpg,The rapper Joey Badass poses on Ninth Street in the East Village wearing his rap collective Pro Era’s hoodie.
0,544566aa38f0d832c813eb8b_0.jpg,
0,5708ac1e38f0d82e060698b8_0.jpg,"At Public School 4, the Maurice Wollin Elementary School, on Staten Island, new testing has shown an elevated level of lead."
0,5654353b38f0d858aca89d5a_1.jpg,"Ahmad Saeed, left, overseeing the cataloging of new arrivals before they are put on the store's shelves. He inherited this business from his father, the founder, Saeed Jan Qureshi."
1,5654353b38f0d858aca89d5a_0.jpg,"Saeed Book Bank is an institution in Islamabad, displaying 200,000 titles, mostly in English, and stocking more than four million books in its five warehouses."
2,5654353b38f0d858aca89d5a_2.jpg,A salesman at Saeed Book Bank sorted volumes according to genre.
0,54d0f1ac38f0d81fba2d21e1_0.jpg,"The author Harper Lee in 2006 with children dressed as characters from her novel “To Kill A Mockingbird.” A second novel with many of the same characters will be published this summer, following the discovery of a long-lost manuscript."
0,5a194d5395d0e0246f218847_1.jpg,"Ronnie Fieg, the chief executive and creative director of Kith, at Benjamin N. Cardozo High School in Queens, which he attended."
1,5a194d5395d0e0246f218847_0.jpg,"Mr. Fieg shows off Kith’s collaboration with LeBron James and Nike, which will be released on Dec. 30."
2,5a194d5395d0e0246f218847_2.jpg,Mr. Fieg with Coach Ron Naclerio and members of the basketball team at Cardozo High School.
0,5a80e694d4211f00015c0568_1.jpg,Arturs Darznieks of Latvia training on the luge track on Thursday. He eats cloves of raw garlic in an attempt to fend off colds.
1,5a80e694d4211f00015c0568_0.jpg,"Lari Lehtonen of Finland, left, alongside Canada’s Graeme Killick during the 30k cross-country skiing event in Pyeongchang on Sunday. Lehtonen, like many athletes, went to great lengths to avoid catching a cold before the Olympics."
2,5a80e694d4211f00015c0568_2.jpg,"Finnish skier Johanna Matintalo (25) racing on Saturday. She caught a cold a week before the Games began and was banished to her own apartment, segregated from her teammates."
0,580143ad95d0e022439c3498_0.jpg,"Travis Tygart, chief executive of the United States Anti-Doping Agency, has called on global sports leadership to condemn the hacking of athletes’ medical information."
0,507c461395e998af71183f7e_1.jpg,"From left, Clark Gable, William Howard Taft and Rollie Fingers were famous for their facial hair."
1,507c461395e998af71183f7e_0.jpg,Keith Hernandez had his mustache shaved for the first time in 25 years on a small stage set up outside CitiField on Thursday as 300 baseball fans looked on.
0,540e828038f0d863ce5a4e9f_1.jpg,Walter Isaacson and his board oversee Voice of America.
1,540e828038f0d863ce5a4e9f_0.jpg,"The newsroom of Alhurra, an American Arabic-language satellite television service based in  Virginia."
0,540f792138f0d87641c67cd9_1.jpg,"Marine and Lakes: USA has charts that boaters can use to plan a trip, and can also log details like the boat’s safety depth and fuel consumption."
1,540f792138f0d87641c67cd9_0.jpg,The Boating Suite app for the iPhone has a wide range of nonnavigational features and a nimble interface.
2,540f792138f0d87641c67cd9_2.jpg,The Boating Suite app for the iPhone has a wide range of nonnavigational features and a nimble interface.
0,55afadc138f0d86d036e53b2_1.jpg,Mr. de Blasio at a meeting at the Vatican on Tuesday.
1,55afadc138f0d86d036e53b2_0.jpg,"Mayor Bill de Blasio at a papal conference on climate change, which was attended by mayors worldwide. Mr. de Blasio described entering Vatican City as “magical.”"
2,55afadc138f0d86d036e53b2_2.jpg,"Mr. de Blasio compared the Vatican, in the age of Pope Francis, to “a liberated zone.”"
0,5420781b38f0d81f7a6001ea_1.jpg,Robert Coram
1,5420781b38f0d81f7a6001ea_0.jpg,Victor Krulak and President Lyndon Johnson in 1967.
0,57adbc8495d0e021d7980514_1.jpg,Derek Waters.
1,57adbc8495d0e021d7980514_0.jpg,Items Derek Waters travels with include a photo of the late comedian Chris Farley and disposable toothbrushes.
0,511d721000315214fbb8ba69_1.jpg,"The composer Steven Mackey speaking to the audience at Zankel Hall on Tuesday before the world premiere of his work “One Red Rose,” in memory of the Kennedy assassination."
1,511d721000315214fbb8ba69_0.jpg,"Brentano String Quartet  From left, Mark Steinberg, Serena Canin, Nina Lee and Misha Amory on Tuesday night at Zankel Hall."
0,53f7aa9338f0d835538dc127_1.jpg,George Saitoti
1,53f7aa9338f0d835538dc127_0.jpg,Kenyan policemen and Red Cross workers carried the body of George Saitoti from the scene where a police helicopter crashed in the forest west of Nairobi on Sunday.
0,508c3e5295e998af71189b78_0.jpg,Ross Douthat
0,551f053238f0d836f13a24a6_1.jpg,My daughter works on a ticket booth as part of a project by Tinkering School students to build structures for a carnival.
1,551f053238f0d836f13a24a6_0.jpg,A Tinkering School instructor and a student collaborate on a project.
2,551f053238f0d836f13a24a6_2.jpg,Project H students with the frame of one of two houses they are building for the homeless.
0,540b2ec238f0d84fb88347b5_0.jpg,Protesters chant as Republican representatives maneuver to quickly pass a bill to eliminate collective bargaining.
0,53f2a62338f0d847437dfd8f_1.jpg,"Milla Bankowicz and Robert Wieckiewicz in ""In Darkness."""
1,53f2a62338f0d847437dfd8f_0.jpg,"The Iranian film “A Separation,” starring Peyman Moadi, left, and Sarina Farhadi, is widely seen as an Oscar front-runner."
2,53f2a62338f0d847437dfd8f_3.jpg,"Shlomo Bar-Aba in Joseph Cedar's “Footnote,” from Israel, about the relationship between father-son Talmudic scholars."
3,53f2a62338f0d847437dfd8f_2.jpg,Fabian Prioville's arms and Azusa Seyama in Wim Wenders's “Pina.”
0,59352baa95d0e024b5874ab5_1.jpg,Investigators on East 53rd Street in Brooklyn on Sunday.
1,59352baa95d0e024b5874ab5_0.jpg,“They’re guaranteed to raise a smile.”
2,59352baa95d0e024b5874ab5_2.jpg,"Candidates for governor of New Jersey, from left, Assemblyman John Wisniewski, Phil Murphy, Jim Johnson and Senator Ray Lesniak at a Democratic primary debate in Newark last month."
0,5a953dd5410cf7000162e2ec_1.jpg,Jade Carey after winning a silver medal at the 2017 World Artistic Gymnastics Championships.
1,5a953dd5410cf7000162e2ec_0.jpg,"Jordan Chiles, a member of the national gymnastics team, competing at the 2017 national championships."
2,5a953dd5410cf7000162e2ec_2.jpg,Adeline Kenlin competing on the uneven bars in 2016.
0,5a0a160295d0e0246f215915_0.jpg,"The Harvest babka from Breads Bakery includes lightly browned strips of onion, zucchini, sweet potato and Gruyère swirled throughout."
0,58e8374795d0e02489b95ee4_1.jpg,"From left, standing, “Laugh-In” cast members Chelsea Brown, Goldie Hawn, Judy Carne and Jo Anne Worley and, seated, Ruth Buzzi."
1,58e8374795d0e02489b95ee4_0.jpg,Chelsea Brown on “Rowan & Martin’s Laugh-In.”
2,58e8374795d0e02489b95ee4_2.jpg,"From left, Chelsea Brown, Lily Tomlin, Jo Anne Worley and Ruth Buzzi at a “Laugh-In” cast reunion in 2006."
0,567b5b2638f0d82150d5da95_0.jpg,"Frank Joseph, who has muscular dystrophy as well as depression, lives alone in the Brownsville section of Brooklyn with his dog, a Maltese named Chucky."
0,53d5a4a038f0d81a98fabd9d_0.jpg,"Frequently tearful, Frank Thomas thanked his parents and more than 100 teammates by name in his Baseball Hall of Fame induction speech on Sunday."
0,54ed2b4038f0d828b27a1125_0.jpg,"Donald R. Keough, president, right, and Roberto C. Goizueta, chief of Coca-Cola, made a toast with New Coke in 1985."
0,58c7033395d0e024902ff267_1.jpg,"A protest on Saturday in Heerlen, the Netherlands, against Geert Wilders, who was campaigning there."
1,58c7033395d0e024902ff267_0.jpg,"Geert Wilders, the Dutch far-right leader, center, campaigning in Valkenburg on Saturday."
2,58c7033395d0e024902ff267_3.jpg,A demonstration outside Parliament in London on Monday. Hundreds of people called for citizens of the European Union who live in Britain to be allowed to stay when the country leaves the bloc.
3,58c7033395d0e024902ff267_2.jpg,A protest outside the Dutch Consulate in Istanbul on Sunday.
4,58c7033395d0e024902ff267_4.jpg,"Supporters of Scottish independence gathered in Glasgow on Monday. Scotland’s first minister, Nicola Sturgeon, is seeking a second independence referendum."
0,515db708cf28d0219d00445d_0.jpg,Le Filet Restaurant in Montreal.
0,540ae0e838f0d84fb8834247_0.jpg,Alison Espach
0,5443206738f0d8246e88cc4c_0.jpg,"Ian Poulter of England, right, with his caddie, Terry Mundy, after defeating Paul Casey, 4 and 2."
0,52bb89ad38f0d849b07ff9b4_0.jpg,"Vinny Ambrosino, a delivery man for United Parcel Service in New York."
0,541c026538f0d8296cb1068b_1.jpg,"Carlo Rosati, right, a cousin of Mr. Paladino in Santa Croce, helps visitors from Buffalo search records for family information in the town hall."
1,541c026538f0d8296cb1068b_0.jpg,"Santa Croce di Magliano, Italy, is the ancestral village of Carl P. Paladino, who is running for governor of New York."
2,541c026538f0d8296cb1068b_3.jpg,
3,541c026538f0d8296cb1068b_2.jpg,"Lucille Cannata Crimi, who said she lived near the Paladinos in Buffalo, was among the visitors learning about her roots in Santa Croce."
0,5261476538f0d8240f736f35_1.jpg,"Otto's executive chef, Dan Drohan, prepares Batali's spicy creations."
1,5261476538f0d8240f736f35_0.jpg,"At 2 a.m., it’s almost impossible to say no to spicy. Clockwise from top left: Spicy 3-Minute Calamari, Penne All'Arrabbiata and Spicy Shrimp Sauté."
0,549c98ed38f0d875468910d0_0.jpg,"Erica and Lance Beiler with their baby daughter, Arabella, whose birth last month was covered by Samaritan Ministries members."
0,56bcc4e338f0d810e6a1a149_0.jpg,"Anat Berko, a lawmaker from the governing Likud Party, in the Israeli Parliament in Jerusalem on Wednesday."
0,540dc01338f0d85bf2515e3f_1.jpg,Thousands of zebras cross the Simanjiro Plains during the wet season.
1,540dc01338f0d85bf2515e3f_0.jpg,"Paolo, a Masai guide, scans the woodlands below for wildlife."
2,540dc01338f0d85bf2515e3f_3.jpg,Each day ends by a campfire.
3,540dc01338f0d85bf2515e3f_2.jpg,"A Masai guide leads the author's group, organized by Mark Thornton Safaris, which specializes in trekking safaris in Tanzania."
4,540dc01338f0d85bf2515e3f_4.jpg,Displaying a chameleon.
0,551e13e038f0d8155894335f_0.jpg,The Valentino nylon camouflage backpack.
0,551e13e038f0d8155894335e_1.jpg,His Spruce Goose cocktail.
1,551e13e038f0d8155894335e_0.jpg,"Mike Stankovich, who dreamed of being a park ranger as a boy, is the bartender at Alameda in Greenpoint."
0,551e13e038f0d8155894335d_0.jpg,"Mark Houston (left) and his twin, Jonnie, in Dirty Laundry, one of their 10 bars with a vintage feel."
0,5409d76838f0d852c36f6daf_1.jpg,"A sculptor and painter, Garfield Gillings lost his house on Strauss Street in Brownsville, which he had been using as a studio, after a fraudulent sale with forged documents in 2003."
1,5409d76838f0d852c36f6daf_0.jpg,"Garfield Gillings’s son, Joseph, on the stoop of the house Mr. Gillings has yet to reclaim."
2,5409d76838f0d852c36f6daf_2.jpg,"Some destroyed belongings inside the stolen house. A woman involved in the theft is in prison, but Garfield Gillings has yet to prove ownership."
0,57d1116995d0e021d7984fa2_0.jpg,
0,597efc7395d0e0246f1fd453_0.jpg,"Maria Rocha and her 21-year old daughter, Ana Laura Delgado. Immigration officials arrived at their home at 6 a.m. looking for Ms. Rocha’s son, but instead detained her husband."
0,515db8c3cf28d0219d00490a_1.jpg,The minor league manager Luis Salazar lost his left eye when a ball struck him during spring training.
1,515db8c3cf28d0219d00490a_0.jpg,"Lynchburg Manager Luis Salazar wears shatterproof Oakley glasses. On windless nights he puts on a patch, ""like a pirate."""
0,57aa01e895d0e021d797ec7f_1.jpg,"Sydney James Harcourt and Kamille Upshaw, cast members of the musical “Hamilton,” made videos on their way to the Eagle on Thursday."
1,57aa01e895d0e021d797ec7f_0.jpg,"Cadets aboard the Eagle, an 80-year-old ship that serves as an at-sea classroom for the United States Coast Guard Academy."
2,57aa01e895d0e021d797ec7f_3.jpg,"Ms. Upshaw posing aboard the Eagle next to a portrait of Alexander Hamilton, the founder of the Coast Guard."
3,57aa01e895d0e021d797ec7f_2.jpg,"The Eagle was built in 1936 in Hamburg, Germany, and used by the Nazis to train cadets for their navy. It was given to the United States in reparation after World War II."
0,516d9fa6cf28d02a61000daa_0.jpg,American Airlines passengers waited at O’Hare International Airport in Chicago on Tuesday because of a computer failure.
0,5995dbec95d0e0246f200402_1.jpg,"Smith rode Songbird, left, to victory on June 10 in the Ogden Phipps Stakes at Belmont Park."
1,5995dbec95d0e0246f200402_0.jpg,"The jockey Mike Smith, 52, is still at the top of his game, partly because of his intense training regimen."
2,5995dbec95d0e0246f200402_3.jpg,Mike Smith dressing in the jockeys’ room at Santa Anita in April.
3,5995dbec95d0e0246f200402_2.jpg,"Smith works out with the personal trainer Brian Killion, who has trained N.F.L. players."
0,5220c33c38f0d8740ac9b7fe_0.jpg,"Ron Motley, right, with Jeffrey Wigand. In 1998, Mr. Motley helped win a $246 billion settlement against cigarette makers."
0,58e279bb95d0e02489b94ea6_0.jpg,"Sebastian Coe, president of the International Association of Athletics Federations, has, in a statement, apologized to the athletes whose medical records were compromised."
0,537e69a738f0d872a85660f0_1.jpg,A version of mohinga.
1,537e69a738f0d872a85660f0_0.jpg,Kibbe nayyeh.
